id,Nom,Adresse1,Adresse2,Adresse3,Code Postal,Commune,Code inse,Téléphone,Téléphone international,Mél,Site Web (URL),Fax,Fax international,Descriptif court (Standard),Classement HOT,Chaines,Longitude,Latitude,Altitude,Géolocalisation validée,,,,,,,,,,,,,,,
4078970,Hôtel Bello Visto,Hôtel Bello Visto,Place deï Barri,,83580,Gassin,83065,04 94 56 17 30,+334 94 56 17 30,contact@bellovisto.eu,http://www.bellovisto.eu, , ,"Au coeur du village de Gassin, avec sa vue imprenable sur la baie de Saint-Tropez et le Massif des Maures, l’hôtel bar restaurant Bello Visto saura vous séduire par sa convivialité provençale.",,,6.58603,43.2288,,1,,,,,,,,,,,,,,,
4079592,Hostellerie de l'Abbaye,"57, rue Claudius Camail",,,83340,Le Thoronet,83136,04 94 73 88 81,+334 94 73 88 81,info@hotel-thoronet.com,http://www.hotel-thoronet.com/fr/tarifs-et-reservation-hotel-3-etoiles-var,04 94 73 89 24,+334 94 73 89 24,"Au coeur d’une nature paisible, facile d’accès de par la proximité des axes de circulation, l’hostellerie jouit d’une situation privilégiée entre pins, vignes et oliviers. Un environnement idéal pour un séjour alliant détente et découverte.",3 étoiles,,6.300097,43.451155,,1,,,,,,,,,,,,,,,
4080194,Lou cagnard,18 avenue Paul Roussel,,,83990,Saint-Tropez,83119,04 94 97 04 24,+334 94 97 04 24, ,http://www.hotel-lou-cagnard.com,04 94 97 09 44,+334 94 97 09 44,"Découvrez le charme de cette vieille demeure provençale, son jardin, et son parking en plein centre ville.",,,6.638135,43.268881,,1,,,,,,,,,,,,,,,
4080689,Le Castel Fleuri,24 Espace du 25 Mai 1944,,,83660,Carnoules,83033,04 94 28 47 10,+334 94 28 47 10,demougeot.francoise@wanadoo.fr,http://www.lecastelfleuri.fr, , ,"Françoise Demougeot et Jean-Pierre Bouteilier sont heureux de vous accueillir 
dans leur nouvel établissement pour vos repas d'affaires, déjeuners, dîners, occasions événementielles ou vos soirées étapes.",2 étoiles,,6.187171,43.298298,,1,,,,,,,,,,,,,,,
4081403,Hôtel La Bastide de Tourtour,Route de flayosc,RD 77,,83690,Tourtour,83139,04 98 10 54 20,+334 98 10 54 20,bastide@bastidedetoutour.com,http://www.bastidedetourtour.com,04 94 50 42 09,+334 94 50 42 09,"Dans un environnement préservé La Bastide de Tourtour **** & Spa se situe entre Provence et Côte d'Azur, au coeur d'un parc de 4 hectares dans l’un des plus beaux villages de France. A 650m d'altitude l'hôtel bénéficie d'une vue imprenable sur 180 kilo...",4 étoiles,,6.307938,43.586356,,1,,,,,,,,,,,,,,,
4081932,Le pré de la mer,route des salins,,,83990,Saint-Tropez,83119,04 94 97 12 23,+334 94 97 12 23,contact@lepredelamer.fr,http://www.lepredelamer.fr,04 94 97 43 91,+334 94 97 43 91,Le Pré de la Mer est une adresse intime et confidentielle à découvrir absolument. Un lieu rare et luxueux. Une décoration contemporaine et raffinée.,4 étoiles,,6.669416,43.263559,,1,,,,,,,,,,,,,,,
4081951,Saint-Amour La Tartane,route des salins,,,83990,Saint-Tropez,83119,04 94 97 21 23,+334 94 97 21 23,reservations@saintamour-hotel.com,http://www.saintamour-hotel.com,04 94 97 09 16,+334 94 97 09 16,Passez la grille d’un véritable village au coeur d’un parc luxuriant…. Plus qu’un hôtel… charme et volupté d’une demeure entre ciel et mer.,5 étoiles,,6.679983,43.261781,,1,,,,,,,,,,,,,,,
4082315,La Bastide des Salins,Route des Salins,,,83990,Saint-Tropez,83119,04 94 97 24 57,+334 94 97 24 57,info@bastidedessalins.com,http://www.bastidedessalins.com, , ,La Bastide des Salins est un petit paradis à Saint-Tropez. Cet hôtel quatre étoiles allie modernité et raffinement tout en conservant son âme d’antan.,4 étoiles,,6.684924,43.258675,,1,,,,,,,,,,,,,,,
4082662,White 1921,Place des Lices,,,83990,Saint-Tropez,83119,04 94 45 50 50,+334 94 45 50 50,info.sttropez@white1921.com,https://www.secure-hotel-booking.com/smart/WHITE-1921-Saint-Tropez/2E9A/fr/?guestCountSelector=ReadOnly,04 94 45 62 21,+334 94 45 62 21,"Au cœur de Saint-Tropez, sur la célèbre Place des Lices, le White 1921 propose huit chambres et suites décorées dans un style chic et contemporain et un bar lounge dessiné par Jean-Michel Wilmotte.",,,6.640873,43.270278,,1,,,,,,,,,,,,,,,
4118773,Auberge de la Tuilière,Route nationale 97,,,83660,Carnoules,83033,04 94 48 32 39,+334 94 48 32 39,contact@aubergedelatuiliere.com,"https://secure.reservit.com/front2-0-9222/front.do?partid=0&nbroom=1&specialMode=default&begindate=28/08/2018&tmonth=08&tyear=2018&hotelid=9222&numnight=1&m=booking&roomAge1=40,40&langcode=FR&enddate=29/08/2018&fyear=2018&custid=2&fmonth=08&fday=28&tday=29",04 94 48 36 06,+334 94 48 36 06,"Vieux mas provençal de 1838 bâti sur un coteau dans les vignes
de 1838bâti sur un coteau dans les vignes face au massif des Maures.",,,6.151206,43.296826,,1,,,,,,,,,,,,,,,
4166843,Hôtel Playa,99 Rue Allard,,,83990,Saint-Tropez,83119,04 98 12 94 44,+334 98 12 94 44,playahotel@aol.com,http://www.playahotelsttropez.com,04 98 12 94 45,+334 98 12 94 45,"Dans le centre ville de Saint-Tropez, à deux pas du Port, un hôtel convivial d'un bon confort.",3 étoiles,,6.636643,43.26987,,1,,,,,,,,,,,,,,,
4167620,Château de la Messardière,2 route de Tahiti,,,83990,Saint-Tropez,83119,04 94 56 76 00,+334 94 56 76 00,hotel@messardiere.com,http://www.messardiere.com,04 94 56 76 01,+334 94 56 76 01,"Édifiée au XIXème siècle et rénovée en 1990 dans le style florentin, demeure d’exception classée 5 étoiles Luxe Palace est posée au sommet d'une pinède de 10 hectares et  offre une vue panoramique sur le Golfe de Saint-Tropez, les vignobles et les plages.",5 étoiles,,6.657855,43.254312,,1,,,,,,,,,,,,,,,
4167743,Le pastis,75 avenue du général Leclerc,,,83990,Saint-Tropez,83119,04 98 12 56 50,+334 98 12 56 50,reception@pastis-st-tropez.com,http://www.pastis-st-tropez.com,04 94 96 99 82,+334 94 96 99 82,"Hôtel particulier de charme situé à l'entrée de Saint-Tropez, face à la mer avec une décoration contemporaine et un jardin avec piscine chauffée.",Non Classé NN 2009,,6.629361,43.266855,,1,,,,,,,,,,,,,,,
4168606,Hôtel Sube,23 quai Suffren,,,83990,Saint-Tropez,83119,04 94 97 30 04,+334 94 97 30 04,hotel-sube@wanadoo.fr, ,04 94 96 21 33,+334 94 96 21 33,"Un des plus anciens hôtels de Saint-Tropez, le seul situé sur le port. Une vue panoramique et un bar très cosy, ambiance marine.",3 étoiles,,6.638885,43.271419,,1,,,,,,,,,,,,,,,
4169273,La Mandarine,Chemin de la Belle Isnarde,,,83990,Saint-Tropez,83119,04 94 79 06 66,+334 94 79 06 66,message@hotellamandarine.com,http://www.hotellamandarine.com,04 94 97 33 67,+334 94 97 33 67,"Un hôtel de charme élégant, non loin de la place des Lices et discret comme un véritable village provençal dans un paysage de vignes.",5 étoiles,,6.6449,43.266164,,1,,,,,,,,,,,,,,,
4169289,Pan Deï Palais,52 rue Gambetta,,,83990,Saint-Tropez,83119,04 94 17 71 71,+334 94 17 71 71,saint-tropez@pandei.com,http://www.pandei.com,04 94 17 71 72,+334 94 17 71 72,"au coeur du village, le Pan Deï Palais offre 12 chambres spacieuses dans un style colonial indien. Le soir venu, pour l'apéritif ou un dîner, le chef vous propose une cuisine simple et savoureuse.",,,6.640502,43.271268,,1,,,,,,,,,,,,,,,
4171557,Mas bellevue,6870 route de tahiti,Chemin de la belle Isnard,,83990,Saint-Tropez,83119,04 94 97 07 21,+334 94 97 07 21,masbellevue@wanadoo.fr,http://www.masbellevue.com,04 94 97 61 07,+334 94 97 61 07,Le Mas Bellevue c'est tout le charme d'un mas provençal d'exception à l'ombre d'un parc de deux hectares. A 1 km du coeur de St Tropez et proche des plages il dispose d'un panorama superbe sur la baie de Pampelonne.,4 étoiles,,6.652416,43.255846,,1,,,,,,,,,,,,,,,
4171696,Les lauriers,rue du temple,,,83990,Saint-Tropez,83119,04 94 97 04 88,+334 94 97 04 88,hotelleslauriers@wanadoo.fr,http://www.hotel-les-lauriers.com,04 94 97 21 87,+334 94 97 21 87,"En plein coeur de Saint-Tropez, derrière la célèbrissime Place des Lices et ses joueurs de boules, un hôtel de charme, entièrement rénové, climatisé et insonotisé, 18 chambres donnant sur un jardin planté de mandariniers et d'orangers.",,,6.641637,43.269519,,1,,,,,,,,,,,,,,,
4172418,Hôtel Byblos,Avenue Paul Signac,,,83990,Saint-Tropez,83119,04 94 56 68 28,+334 94 56 68 28,esurmain@byblos.com,http://www.byblos.com/documents/byblos-incentives-meetings.pdf,04 94 56 68 01,+334 94 56 68 01,"Raffiné, unique, le Byblos offre le charme d'un village méditerranéen en plein cœur de Saint-Tropez. L’atmosphère de sérénité et de quiétude, et l'accueil chaleureux et discret procurent le sentiment d'être chez soi.",5 étoiles,,6.64385,43.270451,,1,,,,,,,,,,,,,,,
4594498,Au Tapis de Sable,2 route de la Madrague,,,83270,Saint-Cyr-sur-Mer,83112,04 94 26 26 34,+334 94 26 26 34,letapisdesable@orange.fr,http://www.hotel-autapisdesable.net, , ,"Hôtel calme, par sa situation exceptionnelle, son ambiance familiale, accès direct sur une jolie plage de sable.",2 étoiles,,5.695068,43.172303,,1,,,,,,,,,,,,,,,
4595109,Beauséjour,34 Avenue de la Mer,,,83270,Saint-Cyr-sur-Mer,83112,04 94 26 54 06,+334 94 26 54 06,mail@beausejour-lespalmiers.fr,http://www.beausejour-lespalmiers.fr, , ,Ancienne maison de vignes à 100 mètres des plages des Lecques. Calme et sérénité sous les platanes centenaires. Cuisine de produits frais privilégiant le concept du kilomètre zéro.,Non Classé NN 2009,,5.689773,43.180156,,1,,,,,,,,,,,,,,,
4595214,Le relais de la calèche,"46, Route Nationale 8",,,83330,Le Beausset,83016,04 94 98 70 18,+334 94 98 70 18,lacalechelebeausset@orange.fr,http://hotel-caleche-beausset.fr,04 94 25 21 16,+334 94 25 21 16,"Belle bâtisse construite en 1630 et rénovée en 2001, entre Bandol et Le Castellet, à 10 mn des plages, dans la petite commune typiquement provençale du Beausset...",2 étoiles,,5.806194,43.196107,,1,,,,,,,,,,,,,,,
4595237,Hôtel Le Brin d'Azur,Quartier Malleribes,RD 98,,83580,Gassin,83065,04 94 97 46 06,+334 94 97 46 06,hotelbrindazur@wanadoo.fr,http://www.hotelbrindazur.com, , ,"Cet hôtel convivial, de bon standing, situé en retrait de la route principale, à moins d’un kilomètre du village mythique, offre un accès à la baie de Saint-Tropez à moins de 50 mètres et vous accueille toute l’année dans un cadre agréable et verdoyant.",3 étoiles,,6.617003,43.263507,,1,,,,,,,,,,,,,,,
4595341,Le Mas des Portes de Provence,Route Nationale 7,,Bretelle autoroute,,Le Cannet-des-Maures,83031,04 94 60 74 87,+334 94 60 74 87,info@lesportesdeprovence.fr,https://www.secure-hotel-booking.com/smart/Mas-des-Portes-de-Provence/2PYN/fr/,04 94 60 95 97,+334 94 60 95 97,"Entre le Haut Var et le littoral, hôtel restaurant idéalement situé pour des séjours et week-end à la découverte du département. Son accès central, proche de la sortie d'autoroute ""Le Cannet"" facilite les réunions professionnelles.",3 étoiles,,6.347371,43.392116,,1,,,,,,,,,,,,,,,
4595891,Hôtel Villa Belrose,Boulevard des Crêtes,RD 98a,,83580,Gassin,83065,04 94 55 97 97,+334 94 55 97 97,info@villa-belrose.com,http://www.villabelrose.com,04 94 55 97 98,+334 94 55 97 98,"Ce magnifique hôtel de luxe de Gassin, est situé à moins de 4 km des villages ancien de Gassin et de Saint-Tropez.
Construit tel un belvédère, il offre une vue panoramique exceptionnelle sur la baie et le Massif des Maures.",5 étoiles,,6.606173,43.259495,,1,,,,,,,,,,,,,,,
4596410,Hôtel restaurant Le Mas du Lingousto,934 avenue Eugénie et Henri Majastre,,,83390,Cuers,83049,04 94 28 69 10,+334 94 28 69 10,contact@lingousto.fr,http://www.lingousto.fr, , ,"Au coeur de la Provence varoise, l’hôtel restaurant Le Mas du Lingousto confectionne une cuisine raffinée, élaborée à partir de produits locaux. L’hôtel propose des chambres à la décoration soignée avec vue sur les vignes.

EQUIPEMENTS ACCESSIBLES HAND...",4 étoiles,,6.099128,43.234075,,1,,,,,,,,,,,,,,,
4596415,Hôtel Notre Dame,15 avenue de la Libération,,,,Collobrières,83043,04 94 48 07 13,+334 94 48 07 13,hotelnotredame@gmail.com,http://www.hotel-collobrieres.com,04 94 48 05 95,+334 94 48 05 95,"Hôtel***Classé au Guide Michelin avec piscine, composé de 16 chambres, allie 
  mobilier contemporain de  style épuré au caractère des pierres séculaires du 
 XVIIIème siècle.",3 étoiles,,6.306919,43.236653,152,1,,,,,,,,,,,,,,,
4596681,Le Barock,16 quai Jean Jaurès,,,83430,Saint-Mandrier-sur-Mer,83153,04 94 30 19 73,+334 94 30 19 73,lebarockhotel@hotmail.com,http://www.le-barock-hotel-restaurant.com, , ,,Sans étoile,,5.927349,43.079266,,1,,,,,,,,,,,,,,,
4596730,Hôtel Formule 1 Le Cannet des Maures,Route du Thoronet,"Lieu dit ""Le Clos""",,83340,Le Cannet-des-Maures,83031,08 91 70 52 68,+338 91 70 52 68,H2483@accor.com,https://www.accorhotels.com/fr/hotel-2483-formule-1-hotelf1-le-luc-le-cannet-des-maures/index.shtml,04 94 50 06 19,+334 94 50 06 19,"La nouvelle génération d'hôtels low cost en FRANCE. nouveau look, nouvelle chambres duo ou trio pour séjours professionnels ou privés. a l'extérieur de la chambre ""douches et toilettes"" spacieux et bien aménagé avec séche cheveux à dispostion. Une tabl...",,,6.3536,43.396424,,1,,,,,,,,,,,,,,,
4597070,Kube Hotel,"319, RD 98a",Route du Littoral,,83580,Gassin,83065,+33 (0)4 94 97 20 00,+3333 (0)4 94 97 20 00,kubehotel@mhc.travel,http://www.kubehotel-saint-tropez.com, , ,"Le Kube Hôtel*****, situé à 800 mètres de l'entrée de Saint-Tropez, est accessible par le bord de mer, avec comme repère la sculpture cubique avant l'entrée. Réparti sur 1 hectare vue mer, deux univers : l'espace KOOL et l'espace KLUB se côtoient.",5 étoiles,,6.620563,43.26402,,1,,,,,,,,,,,,,,,
4597360,Ibis Budget,chemin de Romanieu,,,83270,Saint-Cyr-sur-Mer,83112,0892 68 08 23,+33892 68 08 23,h3585@accor.com,http://www.ibisbudget.com, , ,"Hôtel situé à proximité de tout, au milieu des vignes.",2 étoiles,,5.689697,43.183721,,1,,,,,,,,,,,,,,,
4598854,Hôtel d'Albion,Avenue de l'Oratoire,,,84390,Sault,84123,06 70 73 23 63,+336 70 73 23 63,hoteldalbion@orange.fr,http://www.hotel-sault-ventoux.com, , ,Hôtel de charme tout confort à 200 mètres du centre du village de Sault,2 étoiles,,5.411282,44.09296,765,1,,,,,,,,,,,,,,,
4598856,Hôtel Restaurant le Louvre,Hôtel Restaurant le Louvre,Place du Marché,,84390,Sault,84123,04 90 64 08 88,+334 90 64 08 88,info@louvre-provence.com,http://www.louvre-provence.com, , ,"Cet hôtel familial, situé dans le centre du village vous invite à goûter aux charmes de la Provence.",,,5.408482,44.09195,765,1,,,,,,,,,,,,,,,
4598858,Hôtel Restaurant le Signoret,Avenue de la Résistance,,,84390,Sault,84123,06 84 94 94 99,+336 84 94 94 99,lesignoret@gmail.com,http://www.lesignoret.com, , ,Hôtel familial au coeur du village de Sault. Ses propriétaires vous accueilleront avec simplicité et vous aideront à découvrir les saveurs et les secrets de cette belle région provençale dominée par le Mont Ventoux.,2 étoiles,,5.409557,44.09232,765,1,,,,,,,,,,,,,,,
4598860,Le Belvue,Sarl O Pichoun,Place du château,,84390,Sault,84123,04 90 64 15 93,+334 90 64 15 93,lebelvue@gmail.com,http://www.hotel-belvue.com, , ,Hôtel entièrement rénové au coeur du village de Sault.,,,5.407995,44.091843,,1,,,,,,,,,,,,,,,
4599552,Le Grand Hôtel,Place du Général Duchâtel,,,83630,Aups,83007,04 94 70 10 82,+334 94 70 10 82,f.meissel@orange.fr,http://www.grand-hotel-aups.com, , ,"Hôtel de charme agréable, chambres tout confort, accueil sympathique et convivial, cuisine réputée, grande terrasse ombragée par un immense platane qui depuis plus de 400 ans garde tous ses secrets ""il voit tout, entend tout, mais ne dit rien"".",2 étoiles,,6.223524,43.627616,,1,,,,,,,,,,,,,,,
4599553,Le Provençal,Place Martin Bidouré,,,83630,Aups,83007,04 94 70 00 24,+334 94 70 00 24,claude.archier@sfr.fr,http://www.hotelrestaurantleprovencal.fr,04 94 84 06 25,+334 94 84 06 25,"Situé dans le centre du village, 10 chambres tout confort donnant sur une cour, avec parking privé, terrasse couverte et ombragée par un mûrier bicentenaire, ambiance familiale.",Non Classé NN 2009,,6.225037,43.627199,,1,,,,,,,,,,,,,,,
4600773,Deï Marres,61 Chemin de Val de Rian,,Les Marres,83350,Ramatuelle,83101,04 94 97 26 68,+334 94 97 26 68,hoteldeimarres@wanadoo.fr,http://www.hotel-dei-marres.fr,04 94 97 62 76,+334 94 97 62 76,Cette très belle bastide provençale est nichée dans un grand parc arboré et fleuri,3 étoiles,,6.634616,43.253658,,1,,,,,,,,,,,,,,,
4600775,Épi 1959,1128 Chemin de l'Epi,,,83350,Ramatuelle,83101,04 98 12 95 95,+334 98 12 95 95,bonjour@epi1959.com,http://www.epi1959.com, , ,« La bohème à l’état pur »,,,6.660494,43.220173,,1,,,,,,,,,,,,,,,
4600779,La Ferme d'Augustin,979 Route de Tahiti,,,83350,Ramatuelle,83101,04 94 55 97 00,+334 94 55 97 00,info@fermeaugustin.com,http://www.fermeaugustin.com,04 94 97 59 76,+334 94 97 59 76,"Situé à 5 minutes de Saint-Tropez, au milieu d'un jardin fleuri et à deux pas de la plage de Tahiti. Etablissement discret et réputé à l’ambiance authentique.",4 étoiles,,6.663079,43.246164,,1,,,,,,,,,,,,,,,
4600782,La Figuière,534 Route de Tahiti,,,83350,Ramatuelle,83101,04 94 97 18 21,+334 94 97 18 21,contact@hotel-lafiguiere.com,http://www.hotel-lafiguiere.com,04 94 97 68 48,+334 94 97 68 48,"Bastide provençale de charme, frontalière de Ramatuelle et Saint-Tropez.",3 étoiles,,6.659399,43.249001,,1,,,,,,,,,,,,,,,
4600785,La Garbine,222 Route de Tahiti,,,83350,Ramatuelle,83101,04 94 97 11 84,+334 94 97 11 84,hotel.la.garbine@wanadoo.fr,http://www.lagarbine.com,04 94 97 34 18,+334 94 97 34 18,"Belle demeure de charme, frontalière de Ramatuelle et de Saint-Tropez.",4 étoiles,,6.660508,43.248426,,1,,,,,,,,,,,,,,,
4600788,"La Réserve Ramatuelle - Hôtel, SPA and Villas",736 Chemin des Crêtes,,,83350,Ramatuelle,83101,04 94 44 94 44,+334 94 44 94 44,info@lareserve-ramatuelle.com,http://www.lareserve-ramatuelle.com,04 94 44 94 45,+334 94 44 94 45,"Hôtel & villas au sein d'une nature préservée, surplombant la méditerranée",5 étoiles,,6.649566,43.190644,,1,,,,,,,,,,,,,,,
4600791,La Romarine,57 Impasse des Marres,,Les Marres,83350,Ramatuelle,83101,04 94 97 32 26,+334 94 97 32 26,hromarine@aol.com,http://www.hotel-laromarine.net,04 94 97 44 45,+334 94 97 44 45,L'hôtel La Romarine est situé sur un parc de 2 hectares entre le village de Saint-Tropez et les plages de Pampelonne.,3 étoiles,,6.638215,43.248946,,1,,,,,,,,,,,,,,,
4600793,La Vigne de Ramatuelle,1436 Route de Collebasse - CD93,,Escalet,83350,Ramatuelle,83101,04 94 79 12 50,+334 94 79 12 50,hotel@lavignederamatuelle.com,http://www.lavignederamatuelle.com, , ,"Hôtel élégant, proche des plages et villages où se cultivent vigne, silence et art de vivre.",,,6.617712,43.201574,,1,,,,,,,,,,,,,,,
4600796,La Villa d'Andrea,321 Chemin de la Pinède,,Escalet,83350,Ramatuelle,83101,04 94 79 22 84,+334 94 79 22 84,contact@lavilladandrea.com,http://www.lavilladandrea.com,04 94 79 13 17,+334 94 79 13 17,"Accueil au calme, au cœur d’un parc arboré et fleuri.",,,6.637652,43.193757,,1,,,,,,,,,,,,,,,
4600798,Les Bouis,188 Chemin des Bouis ; Route des Plages,,,83350,Ramatuelle,83101,04 94 79 87 61,+334 94 79 87 61,contact@hotel-les-bouis.com,http://www.hotel-les-bouis.com, , ,Hôtel de charme avec vue panoramique sur la Baie de Pampelonne et Camarat,4 étoiles,,6.647694,43.223277,,1,,,,,,,,,,,,,,,
4600802,Saint André,418 Allée de La Mer,,,83350,Ramatuelle,83101,04 94 97 21 54,+334 94 97 21 54,contact@hotel-st-andre.fr,http://www.hotel-st-andre.fr,04 94 97 37 80,+334 94 97 37 80,À 50 m de la plage de Tahiti.,3 étoiles,,6.656367,43.252114,,1,,,,,,,,,,,,,,,
4600804,Saint Vincent,464 Route de Tahiti,,,83350,Ramatuelle,83101,04 94 97 42 48,+334 94 97 42 48,hotelsaintvincent@wanadoo.fr,http://www.hotelsaintvincent.com,04 94 54 80 37,+334 94 54 80 37,"Situé au calme, au cœur des vignes, à 400 mètres de Pampelonne et 2 km de Saint-Tropez...",,,6.658625,43.249394,,1,,,,,,,,,,,,,,,
4600806,Tahiti,1153 Route de Tahiti,,,83350,Ramatuelle,83101,04 94 97 18 02,+334 94 97 18 02,tahitibeach@wanadoo.fr,http://www.tahiti-beach.com,04 94 54 86 66,+334 94 54 86 66,Situé en bord de mer.,3 étoiles,,6.664986,43.244884,,1,,,,,,,,,,,,,,,
4600810,Villa Marie,1100 Chemin de Val de Rian,,,83350,Ramatuelle,83101,04 94 97 40 22,+334 94 97 40 22,contact@vm-sainttropez.com,http://www.villamarie.fr, , ,"« Villa Marie, un havre de paix aux allures de villa italienne. À deux pas de la mythique baie de Saint Tropez et pourtant si préservée de l’agitation, Villa Marie est nichée sur la colline de Ramatuelle.",5 étoiles,,6.638621,43.245866,,1,,,,,,,,,,,,,,,
4603216,Hôtel Restaurant le Chalet Liotard,Station du Mont-Serein,,,84340,Beaumont-du-Ventoux,84015, ,33,chalet-liotard@orange.fr,http://www.chaletliotard.fr, , ,"7 chambres neuves toutconfort. Vue panoramique, au calme, en pleine montagne. Chambres confortables équipées de douches et WC. Hôtel convivial et familial, idéal pour les amoureux de la nature.",,,5.259374,44.181026,360,1,,,,,,,,,,,,,,,
4603397,Hôtel des Pins,"171, Chemin des Crans",,,84410,Bédoin,84017,04 90 65 92 92,+334 90 65 92 92,hoteldespins@wanadoo.fr,http://www.hoteldespins.net, , ,"Venez découvrir cette maison provençale récente, masquée par une forêt de pins. Il s’agit d’un hôtel fort sympathique, où vous serez très bien accueillis. Une adresse atypique et charmante pour cette demeure calme et sereine, au pied du Mont Ventoux,",3 étoiles,,5.184538,44.11039,,1,,,,,,,,,,,,,,,
4603399,Hôtel la Garance,3863 Route du Mont-Ventoux,,Sainte-Colombe,84410,Bédoin,84017,04 90 12 81 00,+334 90 12 81 00,info@lagarance.fr,http://www.lagarance.fr, , ,"Une authentique ferme provençale transformée en petit hôtel de charme. Entouré d'olivier et de cerisiers, la Garance se situe dans le paisible hameau de Sainte-Colombe, à 4 km du centre de Bédoin, sur la route du Mont Ventoux.",2 étoiles,,5.224277,44.120589,,1,,,,,,,,,,,,,,,
4603401,Hôtel Restaurant Le Guintrand,3807 Route du Mont-Ventoux,,Hameau de Sainte Colombe,84410,Bédoin,84017,04 90 37 10 08,+334 90 37 10 08,leguintrand@hotmail.com, , , ,Petit hotel restaurant situé au calme dans un hameau sur la route du Mont Ventoux.,,,5.223409,44.12042,,1,,,,,,,,,,,,,,,
4603403,Hôtel Restaurant L'Escapade,83 Rue du Marché aux raisins,,,84410,Bédoin,84017,06 30 34 41 78,+336 30 34 41 78,hotel@lescapade.eu,http://www.lescapade.eu, , ,Notre hôtel-restaurant est situé au pied du Mont Ventoux au cœur du village de  Bédoin.,2 étoiles,,5.180113,44.12512,295,1,,,,,,,,,,,,,,,
4604127,Hôtel Best Western le Comtadin,65 Boulevard Albin Durand,,,84200,Carpentras,84031,04 90 67 75 00,+334 90 67 75 00,reception@le-comtadin.com,http://www.le-comtadin.com,04 90 67 75 01,+334 90 67 75 01,"Idéalement situé à deux pas de la rue piétonne du centre de Carpentras, l'hôtel 3 étoiles Le Comtadin a été entièrement rénové pour mieux vous accueillir dans l'une de ses 19 chambres.",3 étoiles,,5.04616,44.05255,102,1,,,,,,,,,,,,,,,
4604129,Hôtel du Fiacre,150 rue Vigne,,,84200,Carpentras,84031,04 90 63 03 15,+334 90 63 03 15,contact@hotel-du-fiacre.com,http://www.hotel-du-fiacre.com,04 90 60 49 73,+334 90 60 49 73,"De vastes chambres confortables, chacune a ses couleurs, son originalité, elles entourent le patio.",3 étoiles,,5.050256,44.05484,102,1,,,,,,,,,,,,,,,
4604131,Hôtel la Lavande,282 Boulevard Alfred Rogier,,,84200,Carpentras,84031,06 50 04 26 30,+336 50 04 26 30,contact@restaurant-la-lavande.fr,http://www.hotel-la-lavande.fr, , ,"Situé au centre ville, à deux pas des commerces, cet hôtel accueille aussi les cyclistes qui viennent gravir le Ventoux. Les chambres offrent une vue sur la belle montagne. 
Les cyclistes sont les bienvenus et peuvent bénéficier de notre formule !",,,5.051126,44.0568,102,1,,,,,,,,,,,,,,,
4604135,Hôtel le Forum,24 rue du Forum,,,84200,Carpentras,84031,04 90 60 57 00,+334 90 60 57 00,reception@hotel-forum.fr,http://www.hotel-forum.fr, , ,"Sous le charme d'une maison du Sud aux accents chaleureux, venez profiter de la Provence et de ses trésors. Chambres exquises de type néo-provençal avec les bienfaits des temps modernes : climatisation, accès WIFI, TV.",2 étoiles,,5.045376,44.05311,,1,,,,,,,,,,,,,,,
4604137,Hôtel le Malaga,37 Place Maurice Charretier,,,84200,Carpentras,84031,04 90 60 57 96,+334 90 60 57 96,lemalaga@orange.fr,https://www.hotel-malaga-carpentras.fr, , ,"Situé au cœur de la ville, face à la Mairie, l'équipe du Malaga vous accueille dans son hôtel Bar restaurant familial",,,5.048618,44.055354,102,1,,,,,,,,,,,,,,,
4604139,Hôtel l'Univers,110 place Aristide Briand,,,84200,Carpentras,84031,04 90 63 00 05,+334 90 63 00 05,univershotel@aol.com,http://www.hotelunivers84.com,04 90 63 71 20,+334 90 63 71 20,"Situé à deux pas des quartiers historiques, cet hôtel de centre ville à l'accueil familial, offre des chambres confortables, à des prix raisonnables.",2 étoiles,,5.047242,44.05208,102,1,,,,,,,,,,,,,,,
4604141,Hôtel Restaurant Safari,1060 avenue Jean-Henri Fabre,,,84200,Carpentras,84031,04 90 63 35 35,+334 90 63 35 35,reservation@safarihotel.fr,http://www.safarihotel.fr,04 90 60 49 99,+334 90 60 49 99,,3 étoiles,,5.03429,44.04981,102,1,,,,,,,,,,,,,,,
4604832,Hôtel Crillon le Brave,Place de l'Eglise,,,84410,Crillon-le-Brave,84041,04 90 65 61 61,+334 90 65 61 61,reservations@crillonlebrave.com,http://www.crillonlebrave.com, , ,C'est un havre de paix dans lequel vous pourrez apprécier les plaisirs simples de la Provence. Notre hôtel de 36 chambres est perché au sommet d'une colline entourée de vignobles et d'oliveraies.,5 étoiles,,5.142734,44.118194,340,1,,,,,,,,,,,,,,,
4604834,Maison de Crillon,1 Chemin des Carrières de Pierre,,,84410,Crillon-le-Brave,84041,04 90 37 03 17,+334 90 37 03 17,contact@lamaisondecrillon.com,http://lamaisondecrillon.com, , ,"Ici vous êtes chez vous, chez nous ! Imaginez une maison au confort design, au luxe discret et à l'ambiance zen... Le tout dans un cadre unique, face au majestueux Mont Ventoux et aux vignes du Comtat Venaissin.",En cours de classement,,5.14474,44.11515,,1,,,,,,,,,,,,,,,
